CASE index=30 candidate_id=bc1a1037893194833b27ef33ec15330f7745f84d311a96a5acf778a0b9ecf69d
source=ama_bench repository=ama:2048 task_id=20 split=test events=876
====================================================================================================
t0000:action | CALL environment_action/: down
t0239:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [8, 16, 8, 2], [4, 2, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0240:action | CALL environment_action/: right
t0240:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [8, 16, 8, 2], [0, 2, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0241:action | CALL environment_action/: up
t0241:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [8, 16, 8, 4], [2, 2, 4, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0242:action | CALL environment_action/: left
t0242:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [8, 16, 8, 4], [4, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0243:action | CALL environment_action/: left
t0243:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [8, 16, 8, 4], [8, 2, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0244:action | CALL environment_action/: up
t0244:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [16, 16, 8, 4], [0, 2, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0245:action | CALL environment_action/: left
t0245:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 8, 4, 0], [4, 2, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0246:action | CALL environment_action/: left
t0246:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 8, 4, 0], [4, 4, 0, 4]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0247:action | CALL environment_action/: left
t0247:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 8, 4, 4], [8, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0248:action | CALL environment_action/: left
t0248:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 8, 8, 2], [8, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0249:action | CALL environment_action/: left
t0249:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 2, 0], [8, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0250:action | CALL environment_action/: up
t0250:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 4, 0], [8, 4, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0251:action | CALL environment_action/: up
t0251:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 4, 2], [8, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0252:action | CALL environment_action/: right
t0252:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 4, 2], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0253:action | CALL environment_action/: up
t0253:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 8, 4], [2, 8, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0254:action | CALL environment_action/: left
t0254:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 8, 4], [2, 8, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0255:action | CALL environment_action/: left
t0255:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 8, 4], [2, 8, 4, 4]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0256:action | CALL environment_action/: up
t0256:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 8], [32, 16, 8, 8], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0257:action | CALL environment_action/: up
t0257:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 16, 16], [32, 16, 8, 2], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0258:action | CALL environment_action/: left
t0258:observation | OBS : {'board': [[8, 64, 256, 32], [64, 32, 32, 2], [32, 16, 8, 2], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0259:action | CALL environment_action/: left
t0259:observation | OBS : {'board': [[8, 64, 256, 32], [64, 64, 2, 4], [32, 16, 8, 2], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0260:action | CALL environment_action/: up
t0260:observation | OBS : {'board': [[8, 128, 256, 32], [64, 16, 2, 4], [32, 8, 8, 4], [2, 0, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0261:action | CALL environment_action/: left
t0261:observation | OBS : {'board': [[8, 128, 256, 32], [64, 16, 2, 4], [32, 16, 4, 2], [2, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0262:action | CALL environment_action/: up
t0262:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 2, 4], [32, 4, 4, 2], [2, 0, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0263:action | CALL environment_action/: left
t0263:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 2, 4], [32, 8, 2, 2], [4, 2, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0264:action | CALL environment_action/: up
t0264:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 4, 4], [32, 8, 0, 2], [4, 2, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0265:action | CALL environment_action/: left
t0265:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 0], [32, 8, 2, 0], [4, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0266:action | CALL environment_action/: up
t0266:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 0], [32, 8, 4, 0], [4, 4, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0267:action | CALL environment_action/: left
t0267:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 0], [32, 8, 4, 0], [8, 2, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0268:action | CALL environment_action/: left
t0268:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 0], [32, 8, 4, 0], [8, 4, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0269:action | CALL environment_action/: left
t0269:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 0], [32, 8, 4, 2], [8, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0270:action | CALL environment_action/: up
t0270:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 2], [32, 8, 4, 0], [8, 4, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0271:action | CALL environment_action/: up
t0271:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 4], [32, 8, 4, 0], [8, 4, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0272:action | CALL environment_action/: left
t0272:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 4], [32, 8, 4, 2], [8, 4, 4, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0273:action | CALL environment_action/: up
t0273:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 8, 4], [32, 8, 8, 2], [8, 4, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0274:action | CALL environment_action/: up
t0274:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 8, 4, 4], [8, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0275:action | CALL environment_action/: left
t0275:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 8, 8, 2], [8, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0276:action | CALL environment_action/: left
t0276:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 16, 2, 2], [8, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0277:action | CALL environment_action/: left
t0277:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 16, 4, 0], [8, 4, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 2 empty spaces'}
t0278:action | CALL environment_action/: up
t0278:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 16, 4, 2], [8, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0279:action | CALL environment_action/: right
t0279:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 16, 4, 2], [2, 8, 4, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0280:action | CALL environment_action/: up
t0280:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 4], [32, 16, 8, 4], [2, 8, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0281:action | CALL environment_action/: up
t0281:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 8], [32, 16, 8, 2], [2, 8, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0282:action | CALL environment_action/: up
t0282:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 8], [32, 16, 8, 4], [2, 8, 0, 2]], 'highest_tile': 256, 'analysis': 'Board has 1 empty spaces'}
t0283:action | CALL environment_action/: right
t0283:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 8], [32, 16, 8, 4], [2, 2, 8, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0284:action | CALL environment_action/: up
t0284:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 16, 8], [32, 16, 16, 4], [2, 2, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0285:action | CALL environment_action/: up
t0285:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 32, 8], [32, 16, 2, 4], [2, 2, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0286:action | CALL environment_action/: up
t0286:observation | OBS : {'board': [[8, 128, 256, 32], [64, 32, 32, 8], [32, 16, 4, 4], [2, 2, 2, 2]], 'highest_tile': 256, 'analysis': 'Board has 0 empty spaces'}
t0287:action | CALL environment_action/: left
t0287:observation | OBS : {'board': [[8, 128, 256, 32], [64, 64, 8, 0], [32, 16, 8, 0], [4, 4, 2, 0]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0288:action | CALL environment_action/: up
t0288:observation | OBS : {'board': [[8, 128, 256, 32], [64, 64, 16, 2], [32, 16, 2, 0], [4, 4, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 3 empty spaces'}
t0289:action | CALL environment_action/: left
t0289:observation | OBS : {'board': [[8, 128, 256, 32], [128, 16, 2, 0], [32, 16, 2, 0], [8, 2, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 4 empty spaces'}
t0290:action | CALL environment_action/: up
t0290:observation | OBS : {'board': [[8, 128, 256, 32], [128, 32, 4, 0], [32, 2, 2, 0], [8, 0, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 5 empty spaces'}
t0291:action | CALL environment_action/: left
t0291:observation | OBS : {'board': [[8, 128, 256, 32], [128, 32, 4, 0], [32, 4, 2, 0], [8, 0, 0, 0]], 'highest_tile': 256, 'analysis': 'Board has 5 empty spaces'}
t0292:action | CALL environment_action/: right
t0292:observation | OBS : {'board': [[8, 128, 256, 32], [2, 128, 32, 4], [0, 32, 4, 2], [0, 0, 0, 8]], 'highest_tile': 256, 'analysis': 'Board has 4 empty spaces'}
t0293:action | CALL environment_action/: up
t0293:observation | OBS : {'board': [[8, 256, 256, 32], [2, 32, 32, 4], [0, 0, 4, 2], [0, 2, 0, 8]], 'highest_tile': 256, 'analysis': 'Board has 4 empty spaces'}
t0294:action | CALL environment_action/: left
t0294:observation | OBS : {'board': [[8, 512, 32, 0], [2, 64, 4, 2], [4, 2, 0, 0], [2, 8, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 5 empty spaces'}
t0295:action | CALL environment_action/: up
t0295:observation | OBS : {'board': [[8, 512, 32, 2], [2, 64, 4, 0], [4, 2, 0, 0], [2, 8, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0296:action | CALL environment_action/: up
t0296:observation | OBS : {'board': [[8, 512, 32, 2], [2, 64, 4, 0], [4, 2, 2, 0], [2, 8, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0297:action | CALL environment_action/: up
t0297:observation | OBS : {'board': [[8, 512, 32, 2], [2, 64, 4, 0], [4, 2, 4, 0], [2, 8, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0298:action | CALL environment_action/: up
t0298:observation | OBS : {'board': [[8, 512, 32, 2], [2, 64, 8, 0], [4, 2, 2, 0], [2, 8, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0299:action | CALL environment_action/: up
t0299:observation | OBS : {'board': [[8, 512, 32, 4], [2, 64, 8, 0], [4, 2, 2, 0], [2, 8, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0300:action | CALL environment_action/: left
t0300:observation | OBS : {'board': [[8, 512, 32, 4], [2, 64, 8, 0], [4, 4, 2, 0], [2, 8, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0301:action | CALL environment_action/: up
t0301:observation | OBS : {'board': [[8, 512, 32, 4], [2, 64, 8, 2], [4, 4, 4, 0], [2, 8, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0302:action | CALL environment_action/: left
t0302:observation | OBS : {'board': [[8, 512, 32, 4], [2, 64, 8, 2], [8, 4, 2, 0], [2, 8, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0303:action | CALL environment_action/: right
t0303:observation | OBS : {'board': [[8, 512, 32, 4], [2, 64, 8, 2], [2, 8, 4, 2], [0, 0, 2, 8]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0304:action | CALL environment_action/: up
t0304:observation | OBS : {'board': [[8, 512, 32, 4], [4, 64, 8, 4], [0, 8, 4, 8], [2, 0, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0305:action | CALL environment_action/: up
t0305:observation | OBS : {'board': [[8, 512, 32, 8], [4, 64, 8, 8], [2, 8, 4, 0], [0, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0306:action | CALL environment_action/: up
t0306:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 8, 0], [2, 8, 4, 0], [0, 2, 2, 2]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0307:action | CALL environment_action/: left
t0307:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 8, 0], [2, 8, 4, 2], [4, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0308:action | CALL environment_action/: up
t0308:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 8, 2], [2, 8, 4, 0], [4, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0309:action | CALL environment_action/: right
t0309:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 8, 2], [0, 2, 8, 4], [0, 2, 4, 4]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0310:action | CALL environment_action/: up
t0310:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 2], [0, 4, 4, 8], [2, 0, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0311:action | CALL environment_action/: left
t0311:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 2], [8, 8, 0, 2], [2, 0, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0312:action | CALL environment_action/: left
t0312:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 2], [16, 2, 2, 0], [2, 0, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0313:action | CALL environment_action/: left
t0313:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 2], [16, 4, 0, 0], [2, 0, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0314:action | CALL environment_action/: up
t0314:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 4], [16, 4, 0, 0], [2, 0, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0315:action | CALL environment_action/: left
t0315:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 4], [16, 4, 0, 0], [4, 0, 0, 4]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0316:action | CALL environment_action/: up
t0316:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [16, 4, 0, 0], [4, 0, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0317:action | CALL environment_action/: left
t0317:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [16, 4, 2, 0], [4, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0318:action | CALL environment_action/: right
t0318:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [2, 16, 4, 2], [0, 0, 4, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0319:action | CALL environment_action/: up
t0319:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [2, 16, 8, 4], [0, 0, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0320:action | CALL environment_action/: left
t0320:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [2, 16, 8, 4], [2, 0, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0321:action | CALL environment_action/: up
t0321:observation | OBS : {'board': [[8, 512, 32, 16], [4, 64, 16, 8], [4, 16, 8, 4], [0, 2, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0322:action | CALL environment_action/: up
t0322:observation | OBS : {'board': [[8, 512, 32, 16], [8, 64, 16, 8], [0, 16, 8, 4], [2, 2, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0323:action | CALL environment_action/: left
t0323:observation | OBS : {'board': [[8, 512, 32, 16], [8, 64, 16, 8], [16, 8, 4, 2], [4, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0324:action | CALL environment_action/: up
t0324:observation | OBS : {'board': [[16, 512, 32, 16], [16, 64, 16, 8], [4, 8, 4, 2], [0, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0325:action | CALL environment_action/: up
t0325:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 8, 4, 2], [0, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0326:action | CALL environment_action/: left
t0326:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 8, 4, 2], [4, 0, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0327:action | CALL environment_action/: up
t0327:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 8, 4, 4], [4, 0, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0328:action | CALL environment_action/: left
t0328:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 8, 8, 0], [4, 2, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0329:action | CALL environment_action/: left
t0329:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 0, 2], [4, 4, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0330:action | CALL environment_action/: left
t0330:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 2, 0], [8, 0, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0331:action | CALL environment_action/: left
t0331:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 2, 0], [8, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0332:action | CALL environment_action/: up
t0332:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 4, 0], [8, 2, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0333:action | CALL environment_action/: left
t0333:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 4, 0], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0334:action | CALL environment_action/: up
t0334:observation | OBS : {'board': [[32, 512, 32, 16], [4, 64, 16, 8], [2, 16, 4, 0], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0335:action | CALL environment_action/: down
t0335:observation | OBS : {'board': [[32, 512, 32, 2], [4, 64, 16, 0], [2, 16, 4, 16], [8, 4, 2, 8]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0336:action | CALL environment_action/: up
t0336:observation | OBS : {'board': [[32, 512, 32, 2], [4, 64, 16, 16], [2, 16, 4, 8], [8, 4, 2, 2]], 'highest_tile': 512, 'analysis': 'Board has 0 empty spaces'}
t0337:action | CALL environment_action/: left
t0337:observation | OBS : {'board': [[32, 512, 32, 2], [4, 64, 32, 0], [2, 16, 4, 8], [8, 4, 4, 2]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0338:action | CALL environment_action/: up
t0338:observation | OBS : {'board': [[32, 512, 64, 2], [4, 64, 8, 8], [2, 16, 0, 2], [8, 4, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0339:action | CALL environment_action/: up
t0339:observation | OBS : {'board': [[32, 512, 64, 2], [4, 64, 8, 8], [2, 16, 0, 4], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0340:action | CALL environment_action/: left
t0340:observation | OBS : {'board': [[32, 512, 64, 2], [4, 64, 16, 0], [2, 16, 4, 2], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0341:action | CALL environment_action/: up
t0341:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 0], [2, 16, 4, 2], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 2 empty spaces'}
t0342:action | CALL environment_action/: up
t0342:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 2], [2, 16, 4, 4], [8, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0343:action | CALL environment_action/: left
t0343:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 2], [2, 16, 8, 0], [8, 4, 2, 2]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0344:action | CALL environment_action/: left
t0344:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 2], [2, 16, 8, 2], [8, 4, 4, 0]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0345:action | CALL environment_action/: up
t0345:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 4], [2, 16, 8, 0], [8, 4, 4, 4]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0346:action | CALL environment_action/: left
t0346:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 4], [2, 16, 8, 2], [8, 8, 4, 0]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0347:action | CALL environment_action/: left
t0347:observation | OBS : {'board': [[32, 512, 64, 4], [4, 64, 16, 4], [2, 16, 8, 2], [16, 4, 2, 0]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0348:action | CALL environment_action/: up
t0348:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 2], [2, 16, 8, 0], [16, 4, 2, 2]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0349:action | CALL environment_action/: left
t0349:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 2], [2, 16, 8, 0], [16, 4, 4, 2]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0350:action | CALL environment_action/: up
t0350:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 4], [2, 16, 8, 2], [16, 4, 4, 0]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0351:action | CALL environment_action/: right
t0351:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 4], [2, 16, 8, 2], [0, 2, 16, 8]], 'highest_tile': 512, 'analysis': 'Board has 1 empty spaces'}
t0352:action | CALL environment_action/: left
t0352:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 4], [2, 16, 8, 2], [2, 16, 8, 2]], 'highest_tile': 512, 'analysis': 'Board has 0 empty spaces'}
t0353:action | CALL environment_action/: up
t0353:observation | OBS : {'board': [[32, 512, 64, 8], [4, 64, 16, 4], [4, 32, 16, 4], [0, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 3 empty spaces'}
t0354:action | CALL environment_action/: up
t0354:observation | OBS : {'board': [[32, 512, 64, 8], [8, 64, 32, 8], [0, 32, 0, 0], [0, 2, 0, 2]], 'highest_tile': 512, 'analysis': 'Board has 5 empty spaces'}
t0355:action | CALL environment_action/: up
t0355:observation | OBS : {'board': [[32, 512, 64, 16], [8, 64, 32, 2], [0, 32, 0, 0], [2, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 5 empty spaces'}
t0356:action | CALL environment_action/: up
t0356:observation | OBS : {'board': [[32, 512, 64, 16], [8, 64, 32, 2], [2, 32, 0, 0], [2, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0357:action | CALL environment_action/: up
t0357:observation | OBS : {'board': [[32, 512, 64, 16], [8, 64, 32, 2], [4, 32, 0, 0], [2, 2, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0358:action | CALL environment_action/: left
t0358:observation | OBS : {'board': [[32, 512, 64, 16], [8, 64, 32, 2], [4, 32, 0, 0], [4, 4, 0, 0]], 'highest_tile': 512, 'analysis': 'Board has 4 empty spaces'}
t0359:action | CALL environment_action/: up
